date,open,high,low,close,volume
2023-01-02,102.50761796234825,102.50761796234825,98.61200973240274,100.67585983279415,6105724
2023-01-03,101.50763638860084,105.2830807305287,97.3421021034567,100.5508073074127,6025764
2023-01-04,101.64217247992282,104.43233215175029,97.26177387945836,101.42166533897768,8996198
2023-01-05,103.8808362644541,105.52115426386779,100.11936983461193,103.41867579906052,1910775
2023-01-06,102.83348641768875,106.09159280151285,98.58826444876813,103.16526565441816,6954878
2023-01-09,101.87403243065071,107.97592677750052,98.4929699149266,102.91249779006932,6927997
2023-01-10,104.40673306220376,108.13105929949108,101.85450772630678,105.01171530482738,1558924
2023-01-11,107.17373960455608,108.5354013363324,102.55324667505886,106.07965059236959,4881185
2023-01-12,103.45582898890017,109.23332423775256,103.45582898890017,105.50518926450798,6004998
2023-01-13,104.64706265836061,108.36289381717094,102.50583966232432,106.27920240022254,6166650
2023-01-16,103.79205645995194,107.08967463190871,102.88118340835912,105.71177105051738,6693075
2023-01-17,103.21269990715025,106.73777122991162,102.5462343550312,105.14428966082417,9109916
2023-01-18,107.01770910842211,107.11303461970692,100.29681463072193,105.51741779037806,6193278
2023-01-19,103.86571888719814,104.68269721342782,100.60958706358066,103.02643317361027,1431413
2023-01-20,100.73460235350788,102.40712773769616,96.51495199475616,100.83877352949978,5165100
2023-01-23,98.56329328027876,103.74449490505323,98.56329328027876,100.17476806753767,1863561
2023-01-24,98.91327472878213,100.65577809085366,94.58752102517654,98.94645790717576,1302186
2023-01-25,99.28224805858063,101.75579157644808,96.06666740269738,99.38771125801455,4207393
2023-01-26,97.01532586768637,102.80948582818566,93.72088095461011,98.30030003726489,6489464
2023-01-27,96.34459598977202,99.39758711780348,95.62211387732613,96.60019372971253,8456985
2023-01-30,98.03280944910043,102.04512384458197,95.48809607372476,98.43242645979836,7767528
2023-01-31,98.65669064893001,99.86052382538277,95.63025376429947,98.20162393844379,2026553
2023-02-01,98.86565360670438,100.07396702133904,93.68140280856241,98.33428013037422,9533879
2023-02-02,94.8608915413325,97.74229497579668,94.68565115446106,96.61816727098412,4743797
2023-02-03,95.52224449200875,97.61252436122548,92.0096322916542,96.00375086428573,2514542
2023-02-06,96.6701680679699,98.21964807935291,94.83184092809775,96.18592994653126,7357718
2023-02-07,94.85098222337389,96.45897596586703,90.87534062524175,94.83908462765824,5180656
2023-02-08,96.69489777691985,96.69489777691985,91.2958523185812,95.3354529575418,9465506
2023-02-09,95.26250528218502,96.06501708998273,90.06693060288767,94.66161744827343,7846192
2023-02-10,93.08880026351477,97.04382730421281,91.4247717962918,94.36103450984477,9676924
2023-02-13,92.08343158873858,95.40302418546685,91.12503797140312,93.6928165312423,8347689
2023-02-14,96.47280231517469,98.28331814092304,91.38214290933102,95.92633195684375,2829553
2023-02-15,94.14058065373688,98.84983742690768,94.13680492270309,95.95798140813729,4041341
2023-02-16,95.0521241756233,98.29034874473695,91.7083072965193,94.72711324757658,2039504
2023-02-17,97.44242646310258,97.44242646310258,92.97696861658265,95.75623484770458,7666455
2023-02-20,94.61591281536998,98.29081299565486,91.27767964687366,94.33113023526562,8663589
2023-02-21,94.20326152993233,97.94945250955698,91.41213096489965,94.62654527155392,8918348
2023-02-22,92.86658889361524,93.56270474784614,89.78751526792567,92.33735469163746,5988023
2023-02-23,90.68655505618646,94.92080080902731,86.86040225675696,90.83824442168368,8635836
2023-02-24,91.27522738210378,95.37606317467771,87.21654572048506,91.10898341006354,8809006
2023-02-27,93.6269084559732,93.6269084559732,90.57361345333183,92.00227773802825,2675843
2023-02-28,91.82666660891924,94.1910478100573,91.12563723144423,92.24693390663653,9423309
2023-03-01,93.85874583030235,96.05216091890405,88.9268532838952,92.15863806037011,4229028
2023-03-02,93.34441668034056,95.52288491130327,88.25709321402014,91.85507611749458,8056993
2023-03-03,89.09233932770371,91.75737537324473,88.00359838663019,90.1898008059743,2721610
2023-03-06,87.87661627560509,91.05981403894914,86.40793655398419,89.41687087371997,3339767
2023-03-07,87.52228575998076,91.15005552103149,84.5857866185184,88.94259945262736,3614235
2023-03-08,88.4340515611408,92.82109235967273,86.22639710405676,90.17176305646582,1491036
2023-03-09,89.13739932714228,93.75406302738553,88.67178410868607,90.60725574205338,9715912
2023-03-10,89.28864928940492,90.83419687413186,86.5440679498856,88.63978206889462,7046914
2023-03-13,87.51870035567676,91.58399511727373,84.69026750264598,89.04605878841069,3710241
2023-03-14,88.01655291033836,92.19589923640014,85.01278971322944,88.65852706961277,2142953
2023-03-15,89.15989388468701,89.15989388468701,84.36222541521546,87.946668498797,4961352
2023-03-16,86.97762778613341,90.45046982299982,86.61806232268032,88.66845746976752,4978702
2023-03-17,90.99503160375747,93.32749047177899,85.44226646839398,89.86464762863086,9168984
2023-03-20,90.1703283216553,95.13097005925776,86.79466578294611,90.96406336526904,1326916
2023-03-21,88.67234374888635,92.79117000354819,88.42651811665664,90.04767858385986,4597706
2023-03-22,90.44809227294309,92.54940289301801,85.89569361090928,89.74186982955328,5506554
2023-03-23,90.62634235179316,91.44944002558643,88.00734820316828,90.16131608119595,1605409
2023-03-24,92.69339674809085,93.8620063750868,87.61889847042526,91.3146477894667,7849486
2023-03-27,91.66284672446167,93.6517313760764,86.62974188001341,90.80898421620273,6050405
2023-03-28,91.74228321108299,92.42749861685003,86.99152517137388,90.64195896948442,9337735
2023-03-29,88.64409588347077,91.28105431430595,87.53607255452319,89.42374729553262,2725690
2023-03-30,86.98367682113724,90.33171368902529,86.73079497342927,88.12064625548098,4280772
2023-03-31,89.9597292296195,90.02904622025355,87.57133024958408,89.06687036577362,9197295
2023-04-03,91.74581353629254,92.70741406551879,87.54168667713654,90.63343409155735,6809041
2023-04-04,92.37403888809745,92.37403888809745,88.48773821519552,90.5965165985401,6087268
2023-04-05,91.46654010258555,93.90764220874912,87.95059435862142,91.78736382583666,7155579
2023-04-06,91.77923615960742,93.61594149609141,88.7206549120527,92.25149708703464,1403119
2023-04-07,92.5599551680386,95.72426423528205,90.25266923601377,91.5477557197276,9212420
2023-04-10,91.42449085296923,95.11517121614621,87.45773253569111,92.01040005088943,1402732
2023-04-11,95.45638084534812,97.32695862196518,89.46848695194288,93.8394987840601,1506079
2023-04-12,95.18945491610386,97.74486048973931,89.93221128966839,93.84405862427808,2950013
2023-04-13,95.46914277906657,98.60733657879348,91.05562564097269,95.74107029171537,2132658
2023-04-14,93.55815797906943,93.87698288316119,88.66945663343637,92.62864410488261,2985209
2023-04-17,94.58757494928122,96.58222225246931,91.13621275457808,93.63421803047525,5322626
2023-04-18,92.2949115031574,96.92301584228458,90.67545656785464,93.7837324999862,1656951
2023-04-19,94.98247711651469,97.19933441576285,92.14121157372689,93.47729484655378,9399911
2023-04-20,93.65178224215872,96.18511949476921,92.01206372248345,93.63211061343789,4479591
2023-04-21,92.52673070983151,92.71350096578487,88.01614277851773,91.33406323570145,6203916
2023-04-24,90.4709967432722,93.0725842192127,87.5162017872684,91.1269298385241,7026988
2023-04-25,93.03145042682549,93.82843481885253,88.39433087820996,91.5825297137758,8426263
2023-04-26,92.92007305906316,96.6784934710033,90.87081271353372,93.33372184698871,3366610
2023-04-27,90.95569913370511,95.8166740880734,89.12709558732412,92.77090039414868,5180303
2023-04-28,93.36196067907241,94.09956511918368,89.57229354129166,91.87222688260405,5684346
2023-05-01,89.84410261749474,95.85493428301112,88.26625008226058,91.33733403049874,1458298
2023-05-02,91.76841304758231,95.60068654333581,89.85584114689375,92.43649359887341,2047343
2023-05-03,94.53741933568435,94.67547269761131,89.8423740087949,92.86560820370322,6719720
2023-05-04,93.95566543074695,93.95566543074695,88.7646321096276,92.29216506339077,9493836
2023-05-05,93.20817877017416,94.4327717038036,91.81420838474564,92.93518023542032,5620650
2023-05-08,93.58626113116145,94.94217782861571,91.28408296420442,93.095324011811,2755692
2023-05-09,94.08367498076663,95.82682356924646,90.09257275377972,94.27809329631748,2730228
2023-05-10,92.71794125573922,95.12386873973787,92.06446428476308,93.49126068171307,2946793
2023-05-11,92.51361384514813,95.14583152947642,90.31063053656453,93.15202361779885,2569123
