date,open,high,low,close,volume,roe,pe,debt_ratio
2023-01-02,99.45445338223793,101.8807909066457,95.84075333739047,100.64799824191071,7063389,0.21459172413316013,10.207469415925075,0.2629836889177792
2023-01-03,100.67743671820527,103.57977785338471,95.1916482336018,99.60543863073103,8732605,0.20707783046689118,16.267109585095522,0.21932896685755046
2023-01-04,100.85146849210095,105.60705830627205,96.30897677574401,101.15288117995111,9061792,0.1856096725897846,17.216698991392736,0.2353793901647968
2023-01-05,105.65243591957609,107.6365490080754,102.74583138890709,105.3767032766614,8876375,0.24865152487929798,14.936574152345386,0.3974672317159092
2023-01-06,102.97433518527406,108.72519881300452,99.96544194246474,104.98582514082145,2093060,0.2105774819356887,12.255954427695071,0.28882071138132376
2023-01-09,102.99516571829471,107.31795960944737,102.99516571829471,104.94961593251203,4235863,0.17372267917359946,9.57520283507722,0.3063743533010033
2023-01-10,108.17154431324556,113.64453334750122,105.20603395032775,108.40645872511088,5383030,0.16017824726204036,9.508666780330305,0.37472370574744307
2023-01-11,111.53106759109549,111.53106759109549,106.95095984347445,110.13606114204734,9602831,0.1652859139184332,13.567542315797272,0.3991137800981376
2023-01-12,111.30196677441252,113.25112041020208,106.59455666576493,109.61288103907653,5169495,0.17459577283845082,13.255194662666051,0.3165428898689363
2023-01-13,108.95238223283759,112.62950578057895,106.00157573299744,110.78383143071382,3612761,0.16606813732595557,16.204795778839287,0.36249476420883436
2023-01-16,110.1535721454646,114.2179816134804,105.3552750539036,109.98479782432479,2995457,0.16865670240513056,13.951350277608418,0.26538820486733505
2023-01-17,111.01526844181721,111.07057505209124,105.14233134320729,109.21011399601338,2013071,0.1785095168693847,7.490759094720546,0.26114879148945824
2023-01-18,109.06377854864624,111.6817437777006,106.6777808058232,109.55470301350064,4275072,0.16733735952947548,15.155842853168757,0.28054074419891206
2023-01-19,107.28421271895836,109.04113291120808,101.48387024683197,105.88832575432704,5817842,0.23967654246264253,9.005818118056762,0.33450145253472985
2023-01-20,100.76940910122494,107.03286239031615,97.63034257214741,102.26785549657072,9676514,0.15802337456616422,10.848086184142945,0.33643833785101973
2023-01-23,102.67115354539246,102.77739497587295,99.78390221297738,100.91366342587969,4327786,0.20245113895702546,12.750600618755083,0.2630478869298902
2023-01-24,100.17916001078811,100.74575212802938,94.30981929426467,99.18169636524681,6932572,0.19103968269896615,17.987002469351893,0.22664198482732575
2023-01-25,101.30301908751812,103.56327367762351,97.76461939857987,99.54570141989038,3145977,0.24823786169086065,21.329755668016084,0.32647925129310174
2023-01-26,98.5388561679781,100.78544590777574,96.03950736584254,97.84759331831206,7714662,0.16120389021680523,13.820169177408548,0.22566517243775291
2023-01-27,94.65677196237667,99.59980275767012,91.54947845959056,95.1768030448081,3226217,0.18978555990457416,11.450410143838836,0.31569850164586605
2023-01-30,100.21528893357144,100.21528893357144,94.09890418061693,98.48904708821321,1632731,0.2469470433275369,13.603516945441651,0.3386844256112618
2023-01-31,97.44613730833808,101.85269091818796,93.98520450408022,98.32886790052947,9750364,0.23655071258939803,14.662966277621507,0.34012229927889037
2023-02-01,97.88864805092165,100.4537394320067,96.37199593400749,98.55022548264162,3214826,0.23170720709492798,11.037997123328426,0.35069442213191937
2023-02-02,96.92488045570538,97.71699290228841,93.81722298762828,96.1525507912564,4260802,0.17579028270449398,17.385634067736966,0.37457188431313293
2023-02-03,96.74641612215706,99.30476721245421,93.94124314464881,95.730462044497,9905865,0.16708875873900658,12.690212277574206,0.2999917983929577
2023-02-06,97.90612723455297,99.50115724159524,95.04964103073317,96.25287444978368,5590778,0.2168643219924431,13.493229267274183,0.34604983790591426
2023-02-07,93.02465952692295,97.91983681212324,92.03481709759271,94.13621083326521,6149387,0.24293759891275857,13.997772756163384,0.3238345470731674
2023-02-08,95.5658552189952,96.55356509457548,90.30687502024195,94.44013621744975,6396910,0.20567628930139298,13.264759831843367,0.23732798795953652
2023-02-09,93.88922773967374,95.59832441175843,89.25735235849994,93.00181906381725,8827881,0.20716126894699,14.516821501408836,0.20513792897388164
2023-02-10,90.82617464276849,94.86271942556017,90.82617464276849,92.43907169428493,4561497,0.1779979093660284,10.148240440359231,0.2569082771353868
2023-02-13,90.78439118655818,95.69753229624824,87.39950628502467,91.19578214034483,8318898,0.2269492933191937,10.325094738161908,0.2886067412675239
2023-02-14,93.77434077165573,96.64811467040705,90.14092191047465,94.59632434295317,1262199,0.16870437485575232,8.699537301084916,0.3234211888857313
2023-02-15,93.9463488947933,96.7503170462714,92.61614894227243,94.68683622155069,3870524,0.18236792364042437,13.318503691860679,0.3699918661006411
2023-02-16,94.77005530291137,95.22228575940703,89.8222748426034,92.9739952671512,2137273,0.1925436438616417,14.336809510536343,0.23924914334123315
2023-02-17,95.11070218802833,97.65206641228505,93.32241994659049,94.5706003596048,8441537,0.2007610378684455,13.373318598455658,0.22510995797969544
