date,open,high,low,close,volume,roe,pe,debt_ratio
2023-01-02,102.09792620454868,104.40701230477931,97.7200684858615,101.14211722457327,2665418,0.06974748221961856,40.877583450516234,0.7013038941598729
2023-01-03,102.53642678576249,106.06484535344008,99.90395216295397,101.42380301056986,1695519,0.002339782642764732,53.628532402279426,0.7091072498012899
2023-01-04,102.62373958515292,106.981201078558,98.58217884567344,101.98651567688695,9629348,0.06606534004518101,61.90058931671129,0.6088948521211615
2023-01-05,105.04171609926027,106.40712007222406,101.59711970895813,105.16091312219183,5449720,0.010309589397875615,38.851538937833574,0.763783866847102
2023-01-06,104.92227934628764,107.1576291016732,99.54292211906623,104.62252454202495,2310704,0.026809508340731352,41.740043557131315,0.7176114800704573
2023-01-09,102.53860619898187,106.36709984714011,101.5140659602525,104.43343437644931,6641335,0.05948066050332862,31.466033823053785,0.5337771399587583
2023-01-10,108.3784150628019,112.18316761840065,105.50857092448682,107.84368505103124,7121263,0.012860791683864656,49.371216592504474,0.6223334103218489
2023-01-11,109.7412277217893,113.07850703900988,104.23077758929668,109.19047923432909,6555910,0.06543736192952497,33.03142731618371,0.7659141085880425
2023-01-12,109.74001218066664,109.74001218066664,103.96686260823931,108.04925400760875,7396153,0.06657073423661936,61.462556264824,0.5141590105092138
2023-01-13,108.91965276895299,112.09009065929709,106.85326356562716,108.89501480390899,8048586,0.040597418700866895,15.0,0.7884249858926149
2023-01-16,106.53934553374981,112.42741700685004,104.53998375428198,108.37238036295626,6221995,0.0005108697373466864,42.80740655095075,0.7037487704958689
2023-01-17,106.56151729292657,111.8144159343724,103.06221755399307,107.39405352045577,8846989,0.02296305065399302,56.02214678383484,0.689412793293013
2023-01-18,109.43315950954953,109.93092892650023,106.24256451731202,108.75613338544541,2587361,0.04935415347005938,53.676690326450085,0.5811677769463974
2023-01-19,103.50124662841537,109.3634697534583,100.18567653741374,104.59210520676862,9646079,0.07849489424219389,103.86067327960993,0.5746375366217531
2023-01-20,99.83533047364143,104.02024153760759,99.29194897112671,100.71953591076337,2763190,0.05054508216133347,56.99600049135815,0.7826174658465788
2023-01-23,100.27315770202857,103.20938056130466,94.47203282432667,99.00404850048092,2157593,0.020784286485132784,29.918908063159794,0.5894817362702368
2023-01-24,96.64384726232308,100.39496425948374,94.22520079993923,96.31898362779697,1855817,0.050720456247968906,48.09071505821854,0.7326515890156998
2023-01-25,96.36179807253613,98.02376216400236,93.43733339271509,96.32894053380721,7509676,0.04319883037726844,15.0,0.6179365394621238
2023-01-26,94.01273989573788,96.06478552495302,93.26073347752437,94.70044709222607,4250881,0.06238763161209149,48.38800501406478,0.5417762212354112
2023-01-27,93.08458262714039,95.81599346163702,88.08655993973501,92.23261872747258,1558114,0.008558451106156674,33.33887885998483,0.5032145893086077
2023-01-30,93.55193494240747,95.88701777899348,92.19391620228109,94.35311199541242,5828626,0.06088223220016224,68.30780551120324,0.6632772011045753
2023-01-31,95.17652200901756,98.4306780916859,91.72574959254467,94.28248451179363,9320901,0.043301326294088824,39.0091945080893,0.7927336455646798
2023-02-01,92.62545877493204,97.92619172125222,91.34366894599059,94.24610928990333,2657106,0.07703936030871958,47.664681684095065,0.6107408581427614
2023-02-02,92.97017530043088,95.63593306757436,88.85348457359093,91.63400004795037,2958074,0.02734977328309489,37.288843171911935,0.6071577001979135
2023-02-03,91.23814929610653,93.24340230640674,89.31266431689711,91.239731526714,2622964,0.05060975145071585,84.77702703706663,0.6032274853548326
2023-02-06,91.56274498462776,93.86880308807324,90.64204610330098,91.78851529862654,9085491,0.07456224844080139,43.57514467764177,0.6561631511914575
